SM_V10_1	753040	753856	-
SM_V10_1	753040	1096966	-
SM_V10_1	762031	762744	+
SM_V10_1	762052	762092	+
SM_V10_1	762052	762744	+
SM_V10_1	762092	762146	+
SM_V10_1	762189	762225	+
SM_V10_1	762246	762283	+
SM_V10_1	762345	762381	+
SM_V10_1	762345	762469	+
SM_V10_1	762614	762744	+
SM_V10_1	762671	762707	+
SM_V10_1	762671	762710	+
SM_V10_1	762812	762887	+
SM_V10_1	762812	764587	+
SM_V10_1	764666	765523	+
SM_V10_1	764666	765546	+
SM_V10_1	764666	766441	+
SM_V10_1	765696	766441	+
SM_V10_1	765696	766444	+
SM_V10_1	765696	766620	+
SM_V10_1	765720	1176164	+
SM_V10_1	766523	766620	+
SM_V10_1	766523	1355375	+
SM_V10_1	766571	766620	+
SM_V10_1	766695	1927149	-
SM_V10_1	800624	800695	-
SM_V10_1	808657	808691	-
SM_V10_1	808768	808805	-
SM_V10_1	818445	819273	-
SM_V10_1	823506	823691	-
SM_V10_1	888075	890554	-
SM_V10_1	920834	920905	+
SM_V10_1	995456	997971	-
SM_V10_1	1044196	1045026	-
SM_V10_1	1046849	1047745	-
SM_V10_1	1047797	1048801	-
SM_V10_1	1048901	1049194	-
SM_V10_1	1049265	1049321	-
SM_V10_1	1049265	1049450	-
SM_V10_1	1049412	1049450	-
SM_V10_1	1072171	1072879	+
SM_V10_1	1095818	1096966	-
SM_V10_1	1097063	1098025	-
SM_V10_1	1098078	1098657	-
SM_V10_1	1171455	1172439	+
SM_V10_1	1172505	1173197	+
SM_V10_1	1173265	1353475	+
SM_V10_1	1177655	1177752	+
SM_V10_1	1210576	1211222	-
SM_V10_1	1211278	1211318	-
SM_V10_1	1211436	1212772	-
SM_V10_1	1212839	1213671	-
SM_V10_1	1237305	1239470	+
SM_V10_1	1237577	1237607	+
SM_V10_1	1237710	1237741	+
SM_V10_1	1237815	1239470	+
SM_V10_1	1239813	1242773	+
SM_V10_1	1243088	1245062	+
SM_V10_1	1243088	1250631	+
SM_V10_1	1243088	1251670	+
SM_V10_1	1245239	1250631	+
SM_V10_1	1249017	1249051	-
SM_V10_1	1249351	1249385	-
SM_V10_1	1250675	1251670	+
SM_V10_1	1251790	1252597	+
SM_V10_1	1252684	1256180	+
SM_V10_1	1252684	1259556	+
SM_V10_1	1254575	1256180	+
SM_V10_1	1256354	1257830	+
SM_V10_1	1256716	1257830	+
SM_V10_1	1258046	1259556	+
SM_V10_1	1259707	1261712	+
SM_V10_1	1261797	1263284	+
SM_V10_1	1261805	1263284	+
SM_V10_1	1263387	1263504	+
SM_V10_1	1263634	1264816	+
SM_V10_1	1264897	1269758	+
SM_V10_1	1266812	1266857	+
SM_V10_1	1341561	1688316	-
SM_V10_1	1341561	1709534	-
SM_V10_1	1348435	1348517	+
SM_V10_1	1348663	1348699	+
SM_V10_1	1348793	1348849	+
SM_V10_1	1348920	1349192	+
SM_V10_1	1348920	1349198	+
SM_V10_1	1349292	1350346	+
SM_V10_1	1350398	1350876	+
SM_V10_1	1350398	1350878	+
SM_V10_1	1350398	1351634	+
SM_V10_1	1350942	1351359	+
SM_V10_1	1350942	1351634	+
SM_V10_1	1351504	1351634	+
SM_V10_1	1351702	1353475	+
SM_V10_1	1351702	1353478	+
SM_V10_1	1353557	1354270	+
SM_V10_1	1354420	1355196	+
SM_V10_1	1354420	1355375	+
SM_V10_1	1355278	1355375	+
SM_V10_1	1438077	1439175	-
SM_V10_1	1438077	1439841	-
SM_V10_1	1438531	1439841	-
SM_V10_1	1439295	1439864	-
SM_V10_1	1439922	1440798	-
SM_V10_1	1440928	1441045	-
SM_V10_1	1441148	1442626	-
SM_V10_1	1442711	1444872	-
SM_V10_1	1442711	1448743	-
SM_V10_1	1442711	1449797	-
SM_V10_1	1445023	1448743	-
SM_V10_1	1445023	1453464	-
SM_V10_1	1445044	1448743	-
SM_V10_1	1448959	1449797	-
SM_V10_1	1449968	1453464	-
SM_V10_1	1453551	1454358	-
SM_V10_1	1454478	1455466	-
SM_V10_1	1454478	1458001	-
SM_V10_1	1455510	1458001	-
SM_V10_1	1458316	1464622	-
SM_V10_1	1464965	1466627	-
SM_V10_1	1464965	1466865	-
SM_V10_1	1464965	1467137	-
SM_V10_1	1465267	1466627	-
SM_V10_1	1466701	1466732	-
SM_V10_1	1466813	1466865	-
SM_V10_1	1466835	1466865	-
SM_V10_1	1466981	1467014	-
SM_V10_1	1467098	1467137	-
SM_V10_1	1467322	1467369	-
SM_V10_1	1467469	1467509	-
SM_V10_1	1467548	1467593	-
SM_V10_1	1467615	1467659	-
SM_V10_1	1476534	1482183	+
SM_V10_1	1482444	1482476	+
SM_V10_1	1482573	1482609	+
SM_V10_1	1482734	1482766	+
SM_V10_1	1482813	1482845	+
SM_V10_1	1483024	1483053	+
SM_V10_1	1483303	1484140	+
SM_V10_1	1484207	1485544	+
SM_V10_1	1485662	1485702	+
SM_V10_1	1485758	1486404	+
SM_V10_1	1486480	1488290	+
SM_V10_1	1488457	1488525	+
SM_V10_1	1488482	1488525	+
SM_V10_1	1488602	1488639	+
SM_V10_1	1499099	1499136	-
SM_V10_1	1508738	1509289	-
SM_V10_1	1514021	1514056	+
SM_V10_1	1514156	1514203	+
SM_V10_1	1514174	1514203	+
SM_V10_1	1514276	1514386	+
SM_V10_1	1514276	1515529	+
SM_V10_1	1515581	1516739	+
SM_V10_1	1515864	1515899	-
SM_V10_1	1517930	1518226	-
SM_V10_1	1540342	1540994	+
SM_V10_1	1559592	1667710	-
SM_V10_1	1560914	1560962	-
SM_V10_1	1665972	1758189	-
SM_V10_1	1666474	1758691	-
SM_V10_1	1666810	1759027	-
SM_V10_1	1667195	1760399	-
SM_V10_1	1714743	1714779	+
SM_V10_1	1714743	1919762	+
SM_V10_1	1715830	1920812	-
SM_V10_1	1720102	1720815	+
SM_V10_1	1720102	1925965	+
SM_V10_1	1730739	1730773	-
SM_V10_1	1730739	1734987	-
SM_V10_1	1730820	1734634	-
SM_V10_1	1734953	1734987	-
SM_V10_1	1756321	1760872	+
SM_V10_1	1756321	1760878	+
SM_V10_1	1771256	1775967	-
SM_V10_1	1776000	1776389	-
SM_V10_1	1777031	1789766	-
SM_V10_1	1806181	1808989	+
SM_V10_1	1809103	1815140	+
SM_V10_1	1919496	1919578	+
SM_V10_1	1919726	1919762	+
SM_V10_1	1919856	1919912	+
SM_V10_1	1919983	1920254	+
SM_V10_1	1920354	1921403	+
SM_V10_1	1921455	1922437	+
SM_V10_1	1922503	1923196	+
SM_V10_1	1923264	1925004	+
SM_V10_1	1925086	1925965	+
SM_V10_1	1926115	1926890	+
SM_V10_1	1927020	1927069	+
SM_V10_1	1935419	2047439	+
SM_V10_1	2017414	2018035	+
SM_V10_1	2022572	2022623	+
SM_V10_1	2040485	2040538	+
SM_V10_1	2040670	2040709	+
SM_V10_1	2040792	2041445	+
SM_V10_1	2041535	2041640	+
SM_V10_1	2095764	2095802	-
SM_V10_1	2096724	2096806	+
SM_V10_1	2096952	2096987	+
SM_V10_1	2097078	2097134	+
SM_V10_1	2097205	2097591	+
SM_V10_1	2097673	2098726	+
SM_V10_1	2098772	2099610	+
SM_V10_1	2098778	2099610	+
SM_V10_1	2099676	2100368	+
SM_V10_1	2100436	2101074	+
SM_V10_1	2100436	2101147	+
SM_V10_1	2101226	2102474	+
SM_V10_1	2102624	2103402	+
SM_V10_1	2103502	2103692	+
SM_V10_1	2103502	2103982	+
SM_V10_1	2103532	2103692	+
SM_V10_1	2103532	2103982	+
SM_V10_1	2103532	2104272	+
SM_V10_1	2103532	2104563	+
SM_V10_1	2103551	2103587	+
SM_V10_1	2103656	2103692	+
SM_V10_1	2103656	2103982	+
SM_V10_1	2103656	2104272	+
SM_V10_1	2103698	2103988	-
SM_V10_1	2103792	2103841	+
SM_V10_1	2103792	2103982	+
SM_V10_1	2103792	2104081	+
SM_V10_1	2103792	2104131	+
SM_V10_1	2103792	2104272	+
SM_V10_1	2103822	2103982	+
SM_V10_1	2103822	2104272	+
SM_V10_1	2103822	2104563	+
SM_V10_1	2103946	2103982	+
SM_V10_1	2103946	2104272	+
SM_V10_1	2104082	2104131	+
SM_V10_1	2104082	2104272	+
SM_V10_1	2104082	2104421	+
SM_V10_1	2104082	2104563	+
SM_V10_1	2104112	2104272	+
SM_V10_1	2104112	2104563	+
SM_V10_1	2104236	2104272	+
SM_V10_1	2104372	2104563	+
SM_V10_1	2104402	2104563	+
SM_V10_1	2104693	2104742	+
SM_V10_1	2169887	2171992	-
SM_V10_1	2172010	2172117	-
SM_V10_1	2172281	2175388	-
SM_V10_1	2175408	2175459	-
SM_V10_1	2175415	2175459	-
SM_V10_1	2175528	2175566	+
SM_V10_1	2175532	2175571	-
SM_V10_1	2193806	2193832	+
SM_V10_1	2193918	2193950	+
SM_V10_1	2193918	2193958	+
SM_V10_1	2194071	2195578	+
SM_V10_1	2194071	2196464	+
SM_V10_1	2196173	2196206	+
SM_V10_1	2196173	2196464	+
SM_V10_1	2208161	2222232	-
SM_V10_1	2223825	2227268	+
SM_V10_1	2223990	2227268	+
SM_V10_1	2227583	2231036	+
SM_V10_1	2231130	2241729	+
SM_V10_1	2241861	2244766	+
SM_V10_1	2244827	2248235	+
SM_V10_1	2244827	2248372	+
SM_V10_1	2248399	2251390	+
SM_V10_1	2251562	2260121	+
SM_V10_1	2260247	2262486	+
SM_V10_1	2262589	2265365	+
SM_V10_1	2265661	2267268	+
SM_V10_1	2275331	2278699	-
SM_V10_1	2278940	2279163	-
SM_V10_1	2279612	2281509	-
SM_V10_1	2286584	2288879	+
SM_V10_1	2286669	2288966	-
SM_V10_1	2286805	2289102	+
SM_V10_1	2286805	2291396	+
SM_V10_1	2286816	2289102	+
SM_V10_1	2288881	2291175	+
SM_V10_1	2288966	2291262	-
SM_V10_1	2289102	2291396	+
SM_V10_1	2308274	2311942	+
SM_V10_1	2312980	2321938	+
SM_V10_1	2322758	2326266	+
SM_V10_1	2326408	2328388	+
SM_V10_1	2328491	2335731	+
SM_V10_1	2336011	2341405	+
SM_V10_1	2341742	2345347	+
SM_V10_1	2345795	2348355	+
SM_V10_1	2353273	2355658	-
SM_V10_1	2355917	2357379	-
SM_V10_1	2358379	2360433	-
SM_V10_1	2360984	2361026	-
SM_V10_1	2362694	2363844	-
SM_V10_1	2364122	2365861	-
SM_V10_1	2365962	2368862	-
SM_V10_1	2369010	2371493	-
SM_V10_1	2371788	2373947	-
SM_V10_1	2375441	2377018	-
SM_V10_1	2377608	2379272	-
SM_V10_1	2379319	2381242	-
SM_V10_1	2396265	2397691	+
SM_V10_1	2397862	2397895	+
SM_V10_1	2397986	2400085	+
SM_V10_1	2397986	2400113	+
SM_V10_1	2400327	2404696	+
SM_V10_1	2404781	2409972	+
SM_V10_1	2410286	2411058	+
SM_V10_1	2411184	2417422	+
SM_V10_1	2411241	2417422	+
SM_V10_1	2417661	2419549	+
SM_V10_1	2428590	2430869	+
SM_V10_1	2431074	2431117	+
SM_V10_1	2431261	2431295	+
SM_V10_1	2431453	2431487	+
SM_V10_1	2431615	2434233	+
SM_V10_1	2434345	2435591	+
SM_V10_1	2458197	2470135	+
SM_V10_1	2470324	2472715	+
SM_V10_1	2473649	2477526	+
SM_V10_1	2473649	2490157	+
SM_V10_1	2477569	2490157	+
SM_V10_1	2488859	2490157	+
SM_V10_1	2488871	2490157	+
SM_V10_1	2490310	2498923	+
SM_V10_1	2503224	2505865	-
SM_V10_1	2505935	2507956	-
SM_V10_1	2508184	2510315	-
SM_V10_1	2510501	2511518	-
SM_V10_1	2510511	2511518	-
SM_V10_1	2510511	2511520	-
SM_V10_1	2511625	2511665	-
SM_V10_1	2511631	2511665	-
SM_V10_1	2511734	2511772	-
SM_V10_1	2511881	2511928	-
SM_V10_1	2511989	2512023	-
SM_V10_1	2533496	2533574	-
SM_V10_1	2533530	2533574	-
SM_V10_1	2533540	2533574	-
SM_V10_1	2538146	2538180	+
SM_V10_1	2538146	2538311	+
SM_V10_1	2538243	2538279	+
SM_V10_1	2538243	2538282	+
SM_V10_1	2538279	2538311	+
SM_V10_1	2538449	2538483	+
SM_V10_1	2538596	2538629	+
SM_V10_1	2538720	2539973	+
SM_V10_1	2542224	2547139	-
SM_V10_1	2542224	2549125	-
SM_V10_1	2547152	2549125	-
SM_V10_1	2548712	2548750	+
SM_V10_1	2549315	2550685	-
SM_V10_1	2549315	2552309	-
SM_V10_1	2550894	2552309	-
SM_V10_1	2552490	2554396	-
SM_V10_1	2554819	2556695	-
SM_V10_1	2556877	2557943	-
SM_V10_1	2556936	2557943	-
SM_V10_1	2558248	2562335	-
SM_V10_1	2562488	2565746	-
SM_V10_1	2565906	2572090	-
SM_V10_1	2572169	2574773	-
SM_V10_1	2574915	2575904	-
SM_V10_1	2576133	2578384	-
SM_V10_1	2576164	2578384	-
SM_V10_1	2585013	2585046	+
SM_V10_1	2585013	2585069	+
SM_V10_1	2585146	2585184	+
SM_V10_1	2585146	2585191	+
SM_V10_1	2585227	2585259	+
SM_V10_1	2585227	2585267	+
SM_V10_1	2585306	2585336	+
SM_V10_1	2585306	2585346	+
SM_V10_1	2585412	2585446	+
SM_V10_1	2585412	2585453	+
SM_V10_1	2585412	2585459	+
SM_V10_1	2585514	2589212	+
SM_V10_1	2590348	2593602	-
SM_V10_1	2593873	2595770	-
SM_V10_1	2596455	2597233	-
SM_V10_1	2597713	2602727	-
SM_V10_1	2597713	2603072	-
SM_V10_1	2603627	2608393	-
SM_V10_1	2608519	2611043	-
SM_V10_1	2611094	2613811	-
SM_V10_1	2614436	2618943	-
SM_V10_1	2619094	2630000	-
SM_V10_1	2630218	2633488	-
SM_V10_1	2633579	2638232	-
SM_V10_1	2638317	2644178	-
SM_V10_1	2638317	2661295	-
SM_V10_1	2644230	2647185	-
SM_V10_1	2644230	2647248	-
SM_V10_1	2647468	2661295	-
SM_V10_1	2652877	2655250	-
SM_V10_1	2686159	2686398	-
SM_V10_1	2686240	2686486	-
SM_V10_1	2686447	2686486	-
SM_V10_1	2686569	2686602	-
SM_V10_1	2693209	2693383	+
SM_V10_1	2705689	2712344	+
SM_V10_1	2705689	2726462	+
SM_V10_1	2712478	2714102	+
SM_V10_1	2712478	2728222	+
SM_V10_1	2712531	2714102	+
SM_V10_1	2712531	2728222	+
SM_V10_1	2720918	2720951	+
SM_V10_1	2721034	2721073	+
SM_V10_1	2721034	2721280	+
SM_V10_1	2721122	2721361	+
SM_V10_1	2726596	2728222	+
SM_V10_1	2726649	2728222	+
SM_V10_1	2733154	2733187	+
SM_V10_1	2733270	2733501	+
SM_V10_1	2733660	2733693	+
SM_V10_1	2734750	2744388	-
SM_V10_1	2742436	2742474	+
SM_V10_1	2742614	2742786	+
SM_V10_1	2764093	2764345	-
SM_V10_1	2764306	2764345	-
SM_V10_1	2764428	2764461	-
SM_V10_1	2766811	2770954	+
SM_V10_1	2771099	2777664	+
SM_V10_1	2771099	2780156	+
SM_V10_1	2771099	2782157	+
SM_V10_1	2771099	2785809	+
SM_V10_1	2785873	2795399	+
SM_V10_1	2795545	2801272	+
SM_V10_1	2801470	2811941	+
SM_V10_1	2812160	2814933	+
SM_V10_1	2815149	2820717	+
SM_V10_1	2820858	2825272	+
SM_V10_1	2825514	2827890	+
SM_V10_1	2828150	2833785	+
SM_V10_1	2828150	2833903	+
SM_V10_1	2838653	2839486	-
SM_V10_1	2838653	2839719	-
SM_V10_1	2839686	2839719	-
SM_V10_1	2861948	2871653	-
SM_V10_1	2861948	2877453	-
SM_V10_1	2869616	2871653	-
SM_V10_1	2872187	2880892	-
SM_V10_1	2878032	2880892	-
SM_V10_1	2881751	2891936	-
SM_V10_1	2881751	2897468	-
SM_V10_1	2891958	2897468	-
SM_V10_1	2897667	2898439	-
SM_V10_1	2898704	2901607	-
SM_V10_1	2901662	2902057	-
SM_V10_1	2902137	2913843	-
SM_V10_1	2912459	2913843	-
SM_V10_1	2914213	2916017	-
SM_V10_1	2916118	2924421	-
SM_V10_1	2924542	2926312	-
SM_V10_1	2926550	2927858	-
SM_V10_1	2927987	2937541	-
SM_V10_1	2937608	2941013	-
SM_V10_1	2941063	2945191	-
SM_V10_1	2945246	2946828	-
SM_V10_1	2947083	2951009	-
SM_V10_1	2947086	2951009	-
SM_V10_1	3087703	3093428	+
SM_V10_1	3106825	3116900	+
SM_V10_1	3106848	3116923	-
SM_V10_1	3156218	3159726	-
SM_V10_1	3159966	3164159	-
SM_V10_1	3164237	3165482	-
SM_V10_1	3165765	3166817	-
SM_V10_1	3165765	3167339	-
SM_V10_1	3167398	3167438	-
SM_V10_1	3167473	3167518	-
SM_V10_1	3167484	3167518	-
SM_V10_1	3177940	3177977	+
SM_V10_1	3178095	3178702	+
SM_V10_1	3178894	3179806	+
SM_V10_1	3180225	3187570	+
SM_V10_1	3187899	3189207	+
SM_V10_1	3189609	3190202	+
SM_V10_1	3190287	3194141	+
SM_V10_1	3194349	3197410	+
SM_V10_1	3197741	3202751	+
SM_V10_1	3202988	3204688	+
SM_V10_1	3205171	3207366	+
SM_V10_1	3207565	3208775	+
SM_V10_1	3209117	3212851	+
SM_V10_1	3212921	3215681	+
SM_V10_1	3215781	3219245	+
SM_V10_1	3219464	3221623	+
SM_V10_1	3221694	3227137	+
SM_V10_1	3227417	3228615	+
SM_V10_1	3229104	3234073	+
SM_V10_1	3234240	3241247	+
SM_V10_1	3241641	3244319	+
SM_V10_1	3244830	3247024	+
SM_V10_1	3247143	3248425	+
SM_V10_1	3248480	3257118	+
SM_V10_1	3257422	3260271	+
SM_V10_1	3260794	3261784	+
SM_V10_1	3262145	3263359	+
SM_V10_1	3263520	3264229	+
SM_V10_1	3264545	3265575	+
SM_V10_1	3265630	3266781	+
SM_V10_1	3266958	3267934	+
SM_V10_1	3268024	3269578	+
SM_V10_1	3269726	3270951	+
SM_V10_1	3271456	3274613	+
SM_V10_1	3274970	3280760	+
SM_V10_1	3280874	3282438	+
SM_V10_1	3282451	3286943	+
SM_V10_1	3287054	3290939	+
SM_V10_1	3291177	3294006	+
SM_V10_1	3294190	3295650	+
SM_V10_1	3295772	3298264	+
SM_V10_1	3298453	3299683	+
SM_V10_1	3299754	3303519	+
SM_V10_1	3303815	3305857	+
SM_V10_1	3305997	3307975	+
SM_V10_1	3312787	3316932	-
SM_V10_1	3317008	3318704	-
SM_V10_1	3318812	3322227	-
SM_V10_1	3322303	3324680	-
SM_V10_1	3324879	3328732	-
SM_V10_1	3328834	3334218	-
SM_V10_1	3334434	3337263	-
SM_V10_1	3337554	3338003	-
SM_V10_1	3338155	3339887	-
SM_V10_1	3340137	3346743	-
SM_V10_1	3347004	3353051	-
SM_V10_1	3353495	3358897	-
SM_V10_1	3371945	3374046	+
SM_V10_1	3371950	3374046	+
SM_V10_1	3374324	3374361	+
SM_V10_1	3374425	3374470	+
SM_V10_1	3374429	3374470	+
SM_V10_1	3374554	3375446	+
SM_V10_1	3375540	3376892	+
SM_V10_1	3376966	3377547	+
SM_V10_1	3377752	3378592	+
SM_V10_1	3378806	3378843	+
SM_V10_1	3378806	3380113	+
SM_V10_1	3381083	3384252	-
SM_V10_1	3381083	3384272	-
SM_V10_1	3384346	3384381	-
SM_V10_1	3384393	3384433	-
SM_V10_1	3384594	3384628	-
SM_V10_1	3402535	3404182	+
SM_V10_1	3402562	3402619	+
SM_V10_1	3402692	3402724	+
SM_V10_1	3402692	3404182	+
SM_V10_1	3404806	3405583	+
SM_V10_1	3405743	3407812	+
SM_V10_1	3407885	3408765	+
SM_V10_1	3408875	3410037	+
SM_V10_1	3410218	3412144	+
SM_V10_1	3412233	3414790	+
SM_V10_1	3415096	3417577	+
SM_V10_1	3417642	3419776	+
SM_V10_1	3420713	3423008	+
SM_V10_1	3423240	3424895	+
SM_V10_1	3425111	3427568	+
SM_V10_1	3428287	3429479	+
SM_V10_1	3429582	3432305	+
SM_V10_1	3432802	3434235	+
SM_V10_1	3434367	3436027	+
SM_V10_1	3436678	3443043	+
SM_V10_1	3443275	3446017	+
SM_V10_1	3446160	3448599	+
SM_V10_1	3448991	3451496	+
SM_V10_1	3451616	3453729	+
SM_V10_1	3453963	3455689	+
SM_V10_1	3460186	3461690	-
SM_V10_1	3461856	3463858	-
SM_V10_1	3464045	3464081	-
SM_V10_1	3464241	3464277	-
SM_V10_1	3464245	3464277	-
SM_V10_1	3464418	3464453	-
SM_V10_1	3464610	3465823	-
SM_V10_1	3474699	3479864	+
SM_V10_1	3480438	3507154	+
SM_V10_1	3490129	3507154	+
SM_V10_1	3507565	3511431	+
SM_V10_1	3512645	3515195	+
SM_V10_1	3515571	3516011	+
SM_V10_1	3515571	3516654	+
SM_V10_1	3537029	3556871	-
SM_V10_1	3537029	3556873	-
SM_V10_1	3537029	3556875	-
SM_V10_1	3551926	3556871	-
SM_V10_1	3551926	3556873	-
SM_V10_1	3551926	3556875	-
SM_V10_1	3551926	3556877	-
SM_V10_1	3593495	3594856	+
SM_V10_1	3593495	3598047	+
SM_V10_1	3595091	3598047	+
SM_V10_1	3598400	3600719	+
SM_V10_1	3615440	3623992	-
SM_V10_1	3623956	3623992	-
SM_V10_1	3624066	3624104	-
SM_V10_1	3632882	3634292	+
SM_V10_1	3634414	3635569	+
SM_V10_1	3635615	3635676	+
SM_V10_1	3635747	3636121	+
SM_V10_1	3636190	3636811	+
SM_V10_1	3636926	3637308	+
SM_V10_1	3637358	3638243	+
SM_V10_1	3638322	3638921	+
